X,Y,Layer,SubClasses,ExtendedEntity,Linetype,EntityHandle,Text
-152.462689686955,57.7743798768724,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 8b4cee5f-89d7-43b1-8696-aba297097d7d },,151,
-152.464801969615,57.7738996577979,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e075c426-9ec1-44e3-af37-2ed7d16e2be6 },,152,
-152.463744040651,57.7742218423529,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e075c426-9ec1-44e3-af37-2ed7d16e2be6 },,152,
-152.46580603921,57.7735937655286,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 0825bc2b-2bb6-494f-aea3-c0f4565cfc9e },,153,
-152.464801969615,57.7738996577979,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 0825bc2b-2bb6-494f-aea3-c0f4565cfc9e },,153,
-152.466850040381,57.773275091704,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 252da971-c24e-4c19-8340-84c989a29a04 },,154,
-152.46580603921,57.7735937655286,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 252da971-c24e-4c19-8340-84c989a29a04 },,154,
-152.468268119568,57.7734806961654,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 62bdd841-8fe0-47dc-9fe5-5eb363428586 },,155,
-152.466850040381,57.773275091704,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 62bdd841-8fe0-47dc-9fe5-5eb363428586 },,155,
-152.469700921192,57.7736866145203,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ dbbcb87a-fa30-4fce-8125-cc4c6e597c9e },,156,
-152.468268119568,57.7734806961654,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ dbbcb87a-fa30-4fce-8125-cc4c6e597c9e },,156,
-152.471181787243,57.7739023858373,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ baf5ee5d-2eb4-4f09-8648-7a93c9ad86bc },,157,
-152.469700921192,57.7736866145203,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ baf5ee5d-2eb4-4f09-8648-7a93c9ad86bc },,157,
-152.472639747149,57.7741119116505,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 99e2f8ae-6f8e-4d23-8ce4-48a588919ff3 },,158,
-152.471181787243,57.7739023858373,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 99e2f8ae-6f8e-4d23-8ce4-48a588919ff3 },,158,
-152.473655597585,57.7742602353572,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c66408c2-0a32-485d-ad7a-a5f42a42903d },,159,
-152.472639747149,57.7741119116505,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c66408c2-0a32-485d-ad7a-a5f42a42903d },,159,
-152.474777648129,57.774422040122,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e5f8827d-45e6-4e39-b25a-ae41ca76f97e },,15A,
-152.473655597585,57.7742602353572,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e5f8827d-45e6-4e39-b25a-ae41ca76f97e },,15A,
-152.474777648129,57.774422040122,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 535bd9ec-69db-471b-903b-a5d99bf5be0c },,15B,
-152.475397627955,57.7748133102327,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 535bd9ec-69db-471b-903b-a5d99bf5be0c },,15B,
-152.475397627955,57.7748133102327,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ b4ba3dfa-68bf-40b1-b88e-e9f22306bdf3 },,15C,
-152.476284386189,57.7753444173004,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ b4ba3dfa-68bf-40b1-b88e-e9f22306bdf3 },,15C,
-152.476284386189,57.7753444173004,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 9d4fa7d6-6cbe-49c5-95a2-8dfee4b4334c },,15D,
-152.477253028748,57.7759245426462,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 9d4fa7d6-6cbe-49c5-95a2-8dfee4b4334c },,15D,
-152.485761879038,57.7736523112504,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 9d58e029-143d-4bd5-b313-186c51df378a },,15E,
-152.48501050678,57.7738490455134,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 9d58e029-143d-4bd5-b313-186c51df378a },,15E,
-152.48501050678,57.7738490455134,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 94793fbe-09cd-4789-b6dc-e4909c2c3637 },,15F,
-152.483505550022,57.7742380903582,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 94793fbe-09cd-4789-b6dc-e4909c2c3637 },,15F,
-152.483505550022,57.7742380903582,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 20e20977-d10d-4eef-80d5-462da68cf222 },,160,
-152.4820691612,57.774611321374,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 20e20977-d10d-4eef-80d5-462da68cf222 },,160,
-152.4820691612,57.774611321374,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ bdcce55d-0476-4352-92f5-ca0ebf179966 },,161,
-152.480603119226,57.7749900234893,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ bdcce55d-0476-4352-92f5-ca0ebf179966 },,161,
-152.480603066974,57.7749899414384,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 667d7b6e-e830-4b2c-9073-eafdea77f7b3 },,162,
-152.479815091141,57.7751944715601,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 667d7b6e-e830-4b2c-9073-eafdea77f7b3 },,162,
-152.485928139389,57.7738659343425,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 875de9e7-076e-4f09-bead-dceb9a4c8da8 },,163,
-152.481580416412,57.7749921277757,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 875de9e7-076e-4f09-bead-dceb9a4c8da8 },,163,
-152.481580416412,57.7749921277757,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 35964015-3ccb-411d-a920-df78ec862788 },,164,
-152.480003462779,57.7754017615438,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 35964015-3ccb-411d-a920-df78ec862788 },,164,
-152.488546539506,57.7732674137591,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 43775f0d-28a6-4d92-bc52-2ef26a9f3364 },,165,
-152.486985817641,57.7734819900346,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 43775f0d-28a6-4d92-bc52-2ef26a9f3364 },,165,
-152.489864714777,57.7733222125583,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 767c1260-a1eb-453b-aae5-7a4d20ddd280 },,166,
-152.485928139389,57.7738659343425,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 767c1260-a1eb-453b-aae5-7a4d20ddd280 },,166,
-152.486985817641,57.7734819900346,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 5d79fdd7-cc0b-4d8c-846c-109a094b08f8 },,167,
-152.486467757009,57.7735531469927,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 5d79fdd7-cc0b-4d8c-846c-109a094b08f8 },,167,
-152.485761879038,57.7736523112504,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 5d79fdd7-cc0b-4d8c-846c-109a094b08f8 },,167,
-152.494645879448,57.7724248058704,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 759a0574-1e27-44ab-bf84-2f09d65e86cb },,168,
-152.492810521452,57.7726749643354,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 759a0574-1e27-44ab-bf84-2f09d65e86cb },,168,
-152.504408179534,57.7671075436438,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 0409f025-310e-4c6b-8cdf-eaea3020f503 },,169,
-152.500511482528,57.7693758799961,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 0409f025-310e-4c6b-8cdf-eaea3020f503 },,169,
-152.501387563238,57.7685309367676,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 40a16219-e55c-4c82-8da0-89456d3d0c4c },,16A,
-152.500694842974,57.7689322491885,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 40a16219-e55c-4c82-8da0-89456d3d0c4c },,16A,
-152.500694842974,57.7689322491885,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ df09ad07-d20f-405e-8f83-e4569c3b46b3 },,16B,
-152.499664149794,57.7695228252276,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ df09ad07-d20f-405e-8f83-e4569c3b46b3 },,16B,
-152.499664149794,57.7695228252276,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 591c79fa-2e49-434f-a709-90e1dfe75c14 },,16C,
